G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
31,7465,1199,2893,0.414,432,1184,0.365,767,1709,0.449,491,645,0.761,303,1122,1425,752,209,140,472,684,3321
