,球员,号码,出场时间,首发,2分中-投,3分中-投,罚球中-投,进攻篮板,防守篮板,助攻,犯规,抢断,失误,盖帽,扣篮,被侵,快攻,得分,Game_ID,球队
6530,亚布塞莱,13,26,0,2-7(29%),2-6(33%),0-0(0%),2,6,1,0,1,0,0,2,2,0/0,10,2019202000178,同曦
6531,卢伟,12,4,0,0-0(0%),1-1(100%),0-0(0%),0,0,0,2,0,1,0,0,0,0/0,3,2019202000178,同曦
6532,买尔丹,33,12,0,1-1(100%),0-0(0%),0-0(0%),2,3,2,2,0,0,0,0,2,0/0,2,2019202000178,同曦
6533,孙思尧,24,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000178,同曦
6534,张韩,29,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000178,同曦
6535,王睿,21,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000178,同曦
6536,李盛东,77,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000178,同曦
6537,李泓澎,7,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000178,同曦
6538,冯欣,11,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000178,同曦
6539,乔文瀚,9,12,0,0-1(0%),0-0(0%),0-0(0%),0,0,0,3,0,0,0,0,0,0/0,0,2019202000178,同曦
6540,李柏润,5,1,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,1,0,0,0,0/0,0,2019202000178,同曦
6541,同曦,--,--,--,32-47(68%),12-37(32%),13-14(93%),11,21,20,24,12,13,2,3,21,0/0,113,2019202000178,同曦
6542,莫泰尤纳斯,12,41,1,4-14(29%),4-4(100%),4-6(67%),1,12,4,1,2,2,0,0,10,0/0,24,2019202000179,上海
6543,罗汉琛,33,36,1,3-4(75%),5-9(56%),1-2(50%),0,0,4,1,0,1,1,0,1,0/0,22,2019202000179,上海
6544,罗旭东,13,26,1,2-4(50%),1-2(50%),0-0(0%),0,0,3,1,1,1,0,0,2,0/0,7,2019202000179,上海
6545,张春军,9,30,1,1-2(50%),0-1(0%),0-0(0%),1,2,1,4,2,1,0,0,1,0/0,2,2019202000179,上海
6546,董瀚麟,10,23,1,0-2(0%),0-0(0%),1-2(50%),2,5,0,2,1,2,0,0,1,0/0,1,2019202000179,上海
6547,雷-麦卡勒姆,22,30,0,4-11(36%),1-5(20%),7-10(70%),0,3,7,2,1,2,0,0,5,0/0,18,2019202000179,上海
6548,蔡亮,1,30,0,2-3(67%),1-3(33%),3-4(75%),1,4,2,5,1,0,0,0,3,0/0,10,2019202000179,上海
6549,鞠明欣,24,12,0,2-4(50%),1-1(100%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,7,2019202000179,上海
6550,王潼,25,7,0,2-3(67%),0-0(0%),0-2(0%),1,2,1,3,0,0,0,0,1,0/0,4,2019202000179,上海
6551,颜鹏,0,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000179,上海
6552,朱瀛,2,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000179,上海
6553,李根,3,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000179,上海
6554,唐子豪,7,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000179,上海
6555,施宇晨,11,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000179,上海
6556,黄旭,17,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000179,上海
6557,吴永盛,14,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000179,上海
6558,孟令源,5,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000179,上海
6559,上海,--,--,--,20-47(43%),13-25(52%),16-26(62%),6,28,22,19,8,9,1,0,24,0/0,95,2019202000179,上海
6560,弗格,18,31,1,6-12(50%),2-7(29%),5-5(100%),2,4,7,4,3,4,0,0,4,0/0,23,2019202000179,北控
6561,桑尼,7,37,1,6-9(67%),0-0(0%),1-2(50%),4,9,3,2,0,0,1,0,7,0/0,13,2019202000179,北控
6562,王少杰,14,21,1,3-4(75%),0-0(0%),4-4(100%),2,3,1,3,0,1,2,2,2,0/0,10,2019202000179,北控
6563,孙悦,9,41,1,3-6(50%),1-9(11%),1-2(50%),2,3,6,5,0,2,0,0,1,0/0,10,2019202000179,北控
6564,王子瑞,1,25,1,2-6(33%),1-2(50%),0-0(0%),0,1,0,4,1,1,1,0,1,0/0,7,2019202000179,北控
6565,贾森-汤普森,6,37,0,8-14(57%),0-0(0%),1-1(100%),2,12,1,6,2,2,0,2,4,0/0,17,2019202000179,北控
6566,张帆,3,22,0,1-3(33%),3-5(60%),0-0(0%),0,0,1,1,0,0,0,0,0,0/0,11,2019202000179,北控
6567,许梦君,19,17,0,1-1(100%),2-4(50%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,8,2019202000179,北控
6568,常亚松,16,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000179,北控
6569,王向彬,23,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000179,北控
6570,陈子安,20,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000179,北控
6571,陈金龙,33,2,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000179,北控
6572,班铎,29,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000179,北控
6573,景浩扬,12,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000179,北控
6574,于梁,11,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000179,北控
6575,高尚,27,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000179,北控
6576,宗赞,13,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000179,北控
6577,王征,28,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000179,北控
6578,孙桐林,55,2,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000179,北控
6579,孟博龙,4,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000179,北控
6580,北控,--,--,--,30-55(55%),9-27(33%),12-14(86%),12,32,19,25,6,10,4,4,19,0/0,99,2019202000179,北控
6581,富兰克林,11,37,1,6-6(100%),4-9(44%),10-12(83%),2,6,10,4,1,6,3,1,13,0/0,34,2019202000180,山西
6582,任骏威,10,31,1,3-5(60%),0-1(0%),7-7(100%),1,4,4,1,0,4,0,0,4,0/0,13,2019202000180,山西
6583,原帅,7,35,1,1-5(20%),3-4(75%),2-2(100%),0,2,5,4,0,1,0,0,1,0/0,13,2019202000180,山西
6584,刘冠岑,17,24,1,3-3(100%),1-2(50%),2-2(100%),0,1,0,5,2,0,0,0,3,0/0,11,2019202000180,山西
6585,葛昭宝,35,7,1,2-2(100%),0-0(0%),0-0(0%),1,0,0,1,2,2,0,0,0,0/0,4,2019202000180,山西
6586,埃里克-莫兰德,3,32,0,10-11(91%),0-0(0%),5-10(50%),2,10,1,2,0,1,3,4,11,0/0,25,2019202000180,山西
6587,邢志强,12,26,0,2-4(50%),2-5(40%),1-2(50%),1,3,2,5,0,1,1,0,1,0/0,11,2019202000180,山西
6588,郭晓鹏,1,20,0,1-4(25%),2-2(100%),0-2(0%),2,1,1,1,0,0,0,0,1,0/0,8,2019202000180,山西
6589,闫鹏飞,9,7,0,1-1(100%),0-0(0%),3-4(75%),0,3,0,2,0,1,0,1,2,0/0,5,2019202000180,山西
6590,田桂森,0,15,0,1-3(33%),0-0(0%),1-2(50%),0,1,0,5,0,2,0,0,1,0/0,3,2019202000180,山西
6591,刘春庆,6,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000180,山西
6592,张泽龙,24,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000180,山西
6593,滕贺麒,8,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000180,山西
6594,卫猛,19,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000180,山西
6595,张涵钧,25,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000180,山西
6596,山西,--,--,--,30-44(68%),12-23(52%),31-43(72%),9,31,23,30,5,18,7,6,37,0/0,127,2019202000180,山西
6597,吴前,33,36,1,4-7(57%),5-11(45%),4-4(100%),1,3,3,3,4,0,0,0,4,0/0,27,2019202000180,浙江
6598,邓蒙,12,36,1,6-11(55%),1-6(17%),6-8(75%),1,3,4,3,3,3,0,0,5,0/0,21,2019202000180,浙江
6599,朱旭航,21,36,1,3-5(60%),2-9(22%),2-2(100%),3,2,0,6,1,0,0,0,3,0/0,14,2019202000180,浙江
6600,张大宇,24,21,1,3-8(38%),0-0(0%),0-0(0%),5,2,1,3,1,2,0,0,1,0/0,6,2019202000180,浙江
6601,程帅澎,6,17,1,1-1(100%),1-3(33%),1-2(50%),1,0,0,3,0,0,0,0,1,0/0,6,2019202000180,浙江
6602,兰兹博格,1,35,0,4-10(40%),2-6(33%),11-13(85%),0,4,4,3,1,0,0,0,11,0/0,25,2019202000180,浙江
6603,刘泽一,10,8,0,5-5(100%),0-0(0%),1-1(100%),3,2,0,3,0,2,0,0,1,0/0,11,2019202000180,浙江
6604,王奕博,15,14,0,0-0(0%),1-2(50%),2-2(100%),0,0,2,3,1,0,0,0,2,0/0,5,2019202000180,浙江
6605,赖俊豪,17,17,0,0-1(0%),1-2(50%),1-2(50%),0,2,1,6,0,0,3,0,2,0/0,4,2019202000180,浙江
6606,陆文博,8,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000180,浙江
6607,林孝天,5,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000180,浙江
6608,白杰,16,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000180,浙江
6609,李耀强,11,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000180,浙江
6610,付磊,3,3,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000180,浙江
6611,孙岩松,9,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000180,浙江
6612,王仔路,23,1,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,1,0,1,0,0,0,0/0,0,2019202000180,浙江
6613,鞠鹏,7,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000180,浙江
6614,张正昕,28,12,0,0-2(0%),0-0(0%),0-0(0%),1,0,0,3,0,1,0,0,0,0/0,0,2019202000180,浙江
6615,刘育辰,30,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000180,浙江
6616,浙江,--,--,--,26-50(52%),13-39(33%),28-34(82%),15,18,15,37,11,9,3,0,30,0/0,119,2019202000180,浙江
6617,吉布森,22,38,1,8-13(62%),6-13(46%),4-5(80%),2,11,5,1,1,2,0,0,5,0/0,38,2019202000181,江苏
6618,吴冠希,11,29,1,8-14(57%),0-0(0%),2-3(67%),4,9,0,2,0,2,2,0,4,0/0,18,2019202000181,江苏
6619,黄荣奇,1,29,1,3-5(60%),3-4(75%),0-0(0%),1,1,2,3,1,2,0,0,0,0/0,15,2019202000181,江苏
6620,史鸿飞,4,28,1,0-2(0%),2-5(40%),1-2(50%),1,1,6,1,0,3,0,0,1,0/0,7,2019202000181,江苏
6621,柳伟,15,27,1,2-3(67%),0-2(0%),2-2(100%),0,4,0,5,1,1,0,0,2,0/0,6,2019202000181,江苏
6622,拉杜利察,13,27,0,8-11(73%),0-1(0%),5-7(71%),0,9,3,0,0,1,0,2,9,0/0,21,2019202000181,江苏
6623,刘宇轩,21,12,0,1-3(33%),1-1(100%),0-0(0%),3,0,0,1,1,0,0,0,0,0/0,5,2019202000181,江苏
6624,孙鑫,10,7,0,0-4(0%),0-0(0%),0-0(0%),0,0,0,5,0,1,1,0,0,0/0,0,2019202000181,江苏
6625,刘剑阁,7,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000181,江苏
6626,王洪,9,19,0,0-3(0%),0-1(0%),0-0(0%),1,3,6,0,0,0,0,0,0,0/0,0,2019202000181,江苏
6627,吴俣成,27,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000181,江苏
6628,赵率舟,24,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000181,江苏
6629,侯逸凡,31,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000181,江苏
6630,易立,8,20,0,0-0(0%),0-1(0%),0-0(0%),0,1,6,3,0,1,0,0,0,0/0,0,2019202000181,江苏
6631,赵旭昕,77,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000181,江苏
6632,蒋浩然,18,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000181,江苏
6633,张稀然,6,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000181,江苏
6634,江苏,--,--,--,30-58(52%),12-28(43%),14-19(74%),12,39,28,21,4,13,3,2,21,0/0,110,2019202000181,江苏
6635,尼克尔森,44,41,1,11-18(61%),4-7(57%),6-8(75%),3,11,0,4,0,2,2,1,7,0/0,40,2019202000181,广州
6636,亨特,3,29,1,6-15(40%),1-5(20%),5-7(71%),1,1,3,1,2,0,1,0,9,0/0,20,2019202000181,广州
6637,姚天一,1,39,1,3-7(43%),1-5(20%),0-0(0%),1,3,9,3,2,1,0,0,0,0/0,9,2019202000181,广州
6638,刘丰搏,30,17,1,2-3(67%),0-1(0%),0-0(0%),0,0,0,2,1,0,0,0,1,0/0,4,2019202000181,广州
6639,张永鹏,33,25,1,1-3(33%),0-0(0%),0-0(0%),0,4,2,3,1,1,1,0,0,0/0,2,2019202000181,广州
6640,孙鸣阳,27,25,0,1-3(33%),3-5(60%),0-0(0%),0,2,1,3,0,1,1,0,0,0/0,11,2019202000181,广州
6641,贾明儒,11,14,0,2-2(100%),1-1(100%),0-2(0%),0,3,1,0,0,1,0,0,1,0/0,7,2019202000181,广州
6642,谷玥灼,12,34,0,2-3(67%),0-3(0%),2-2(100%),2,3,0,2,1,1,0,0,3,0/0,6,2019202000181,广州
6643,郭凯,14,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000181,广州
6644,郑准,50,4,0,0-0(0%),0-1(0%),0-0(0%),0,1,1,1,0,0,0,0,0,0/0,0,2019202000181,广州
6645,衡艺丰,8,6,0,0-1(0%),0-0(0%),0-0(0%),0,0,0,1,0,0,0,0,0,0/0,0,2019202000181,广州
6646,司坤,6,1,0,0-0(0%),0-1(0%),0-0(0%),0,0,0,1,0,0,0,0,0,0/0,0,2019202000181,广州
6647,张展玮,23,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000181,广州
6648,陈盈骏,9,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000181,广州
6649,10,10,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000181,广州
6650,李炎哲,13,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000181,广州
6651,广州,--,--,--,28-55(51%),10-29(34%),13-19(68%),7,28,17,21,7,7,5,1,21,0/0,99,2019202000181,广州
6652,陈辰,32,39,1,1-3(33%),7-10(70%),1-1(100%),0,5,3,5,2,1,0,0,2,0/0,24,2019202000182,四川
6653,福特森,4,36,1,8-13(62%),1-3(33%),5-5(100%),1,6,6,3,0,3,0,0,7,0/0,24,2019202000182,四川
6654,莫蒙尘,10,38,1,2-3(67%),2-6(33%),2-3(67%),0,3,2,1,1,2,0,0,3,0/0,12,2019202000182,四川
6655,李原宇,15,48,1,1-6(17%),1-3(33%),4-4(100%),1,8,3,4,2,4,3,0,3,0/0,9,2019202000182,四川
6656,张松涛,39,12,1,1-1(100%),0-0(0%),1-2(50%),1,0,1,3,1,0,0,0,1,0/0,3,2019202000182,四川
6657,汉斯布鲁,50,35,0,12-18(67%),1-4(25%),11-13(85%),4,4,1,5,2,2,0,2,10,0/0,38,2019202000182,四川
6658,左朕年,13,3,0,1-1(100%),0-1(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,2,2019202000182,四川
6659,李柯七,17,11,0,1-1(100%),0-1(0%),0-0(0%),0,0,4,1,0,2,0,0,0,0/0,2,2019202000182,四川
6660,孟达,12,14,0,1-1(100%),0-1(0%),0-0(0%),0,2,1,2,1,0,0,0,0,0/0,2,2019202000182,四川
6661,王政博,6,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000182,四川
6662,胡林森,8,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000182,四川
6663,胡钧淋,2,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000182,四川
6664,景菡一,1,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000182,四川
6665,郭治瀚,11,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000182,四川
6666,闵庆飞,7,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000182,四川
6667,袁振梁,25,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000182,四川
6668,侯天一,14,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000182,四川
6669,于刚,77,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000182,四川
6670,袁堂文,3,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000182,四川
6671,四川,--,--,--,28-47(60%),12-29(41%),24-28(86%),7,28,21,24,9,14,3,2,26,0/0,116,2019202000182,四川
6672,刘铮,11,39,1,9-13(69%),0-4(0%),2-2(100%),2,3,7,3,4,2,2,0,2,0/0,20,2019202000182,广厦
6673,胡金秋,21,31,1,5-8(63%),2-2(100%),3-3(100%),0,5,2,5,0,4,0,2,2,0/0,19,2019202000182,广厦
6674,赵岩昊,25,43,1,2-4(50%),3-9(33%),3-4(75%),0,2,8,5,1,2,0,0,5,0/0,16,2019202000182,广厦
6675,普拉姆利,24,33,1,4-11(36%),0-0(0%),2-4(50%),1,11,1,5,0,1,5,0,3,0/0,10,2019202000182,广厦
6676,李京龙,9,29,1,1-3(33%),2-6(33%),0-0(0%),0,2,0,4,0,1,0,0,4,0/0,8,2019202000182,广厦
6677,朱俊龙,23,32,0,5-6(83%),3-4(75%),2-3(67%),1,3,2,1,0,2,1,0,3,0/0,21,2019202000182,广厦
6678,苏若禹,5,30,0,7-8(88%),0-0(0%),4-6(67%),0,3,1,3,1,2,0,0,5,0/0,18,2019202000182,广厦
6679,杜金伦,2,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000182,广厦
6680,孙铭徽,17,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000182,广厦
6681,吴羽佳,10,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000182,广厦
6682,赵嘉义,35,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000182,广厦
6683,李金效,13,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000182,广厦
6684,赵嘉仁,32,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000182,广厦
6685,原晨云,18,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000182,广厦
6686,赵天熠,15,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000182,广厦
6687,艾伦-杰克逊,6,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000182,广厦
6688,广厦,--,--,--,33-53(62%),10-25(40%),16-22(73%),4,29,21,26,6,14,8,2,24,0/0,112,2019202000182,广厦
6689,哈德森,0,40,1,8-10(80%),5-12(42%),10-11(91%),0,10,7,5,1,5,0,0,5,0/0,41,2019202000183,山东
6690,陶汉林,20,43,1,7-13(54%),0-0(0%),4-5(80%),1,7,2,2,1,2,0,4,6,0/0,18,2019202000183,山东
6691,李敬宇,8,41,1,5-8(63%),2-7(29%),0-0(0%),3,5,2,4,2,0,0,0,0,0/0,16,2019202000183,山东
6692,王汝恒,24,36,1,3-5(60%),2-8(25%),0-0(0%),0,3,7,0,4,1,0,0,4,0/0,12,2019202000183,山东
6693,贾诚,23,22,1,3-5(60%),1-2(50%),1-2(50%),0,2,1,3,0,0,0,1,1,0/0,10,2019202000183,山东
6694,詹姆斯-梅斯,40,30,0,5-6(83%),0-1(0%),4-9(44%),3,9,2,2,5,0,1,1,6,0/0,14,2019202000183,山东
6695,张庆鹏,9,24,0,0-0(0%),1-6(17%),0-0(0%),0,1,1,2,0,4,0,0,1,0/0,3,2019202000183,山东
6696,侯沛佐,10,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000183,山东
6697,张辉,4,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000183,山东
6698,陈培东,44,1,0,0-0(0%),0-0(0%),0-0(0%),0,0,1,0,0,0,0,0,0,0/0,0,2019202000183,山东
6699,王冠翔,13,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000183,山东
6700,田嘉夫,14,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000183,山东
6701,孙贺男,31,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000183,山东
6702,李泓翰,7,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000183,山东
6703,刘大鹏,1,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000183,山东
6704,朱荣振,35,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000183,山东
6705,吴轲,15,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000183,山东
6706,马光翰,5,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000183,山东
6707,山东,--,--,--,31-47(66%),11-36(31%),19-27(70%),7,37,23,18,13,12,1,6,23,0/0,114,2019202000183,山东
6708,郭艾伦,13,32,1,4-9(44%),2-6(33%),4-6(67%),0,3,2,5,2,3,0,0,6,0/0,18,2019202000183,辽宁
6709,史蒂芬森,1,39,1,7-10(70%),1-10(10%),1-2(50%),1,8,4,2,2,3,0,0,1,0/0,18,2019202000183,辽宁
6710,韩德君,55,31,1,6-7(86%),0-0(0%),1-2(50%),1,5,0,3,0,2,0,0,1,0/0,13,2019202000183,辽宁
6711,李晓旭,22,23,1,3-6(50%),1-2(50%),0-0(0%),3,5,0,2,0,0,0,0,0,0/0,9,2019202000183,辽宁
6712,赵继伟,3,38,1,1-4(25%),1-6(17%),1-2(50%),0,1,7,2,2,0,0,0,2,0/0,6,2019202000183,辽宁
6713,巴斯,30,28,0,7-11(64%),0-0(0%),4-6(67%),2,6,1,3,0,3,0,1,5,0/0,18,2019202000183,辽宁
6714,高诗岩,0,26,0,2-2(100%),2-5(40%),0-2(0%),0,2,1,5,2,2,0,0,1,0/0,10,2019202000183,辽宁
6715,贺天举,6,15,0,0-1(0%),0-2(0%),2-2(100%),1,2,1,1,0,1,0,0,2,0/0,2,2019202000183,辽宁
6716,马壮,8,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000183,辽宁
6717,刘雁宇,17,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000183,辽宁
6718,王化东,32,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000183,辽宁
6719,孙锴祺,18,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000183,辽宁
6720,郭旭,15,4,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000183,辽宁
6721,丛明晨,10,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000183,辽宁
6722,刘志轩,11,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000183,辽宁
6723,卢梓杰,28,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000183,辽宁
6724,鄢手骐,36,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000183,辽宁
6725,辽宁,--,--,--,30-50(60%),7-31(23%),13-22(59%),8,32,16,23,8,14,0,1,18,0/0,94,2019202000183,辽宁
6726,弗格,18,38,1,2-6(33%),5-11(45%),17-18(94%),0,6,3,0,2,3,0,0,13,0/0,36,2019202000184,北控
6727,孙悦,9,39,1,5-7(71%),5-10(50%),2-4(50%),2,2,8,2,1,0,2,1,2,0/0,27,2019202000184,北控
6728,王子瑞,1,38,1,5-10(50%),0-1(0%),3-4(75%),1,0,5,3,0,2,0,0,2,0/0,13,2019202000184,北控
6729,桑尼,7,34,1,2-9(22%),0-1(0%),6-6(100%),7,4,5,4,2,2,0,0,6,0/0,10,2019202000184,北控
