轮次,日期,主队,比分,客队,战报,统计,组图,地点,电视,主队_link,比分_link,客队_link,战报_link,统计_link,组图_link,UID
1,2019-11-01\xa019:35,广东,\t\t\t\t\t\t\t\t\t\t\t\t\t\t107:98\t\t\t\t\t\t\t\t\t\t\t\t\t\t,辽宁,战报,统计,组图,东莞,,http://cba.sports.sina.com.cn/cba/team/show/1/,http://cba.sports.sina.com.cn/cba/schedule/show/18381/,http://cba.sports.sina.com.cn/cba/team/show/9/,http://sports.sina.com.cn/basketball/cba/2019-11-01/doc-iicezzrr6602072.shtml,http://cba.sports.sina.com.cn/cba/schedule/show/18381/,http://slide.sports.sina.com.cn/cba/slide_2_792_233270.html,2019202000001
1,2019-11-02\xa019:35,江苏,\t\t\t\t\t\t\t\t\t\t\t\t\t\t96:97\t\t\t\t\t\t\t\t\t\t\t\t\t\t,浙江,战报,统计,组图,苏州,,http://cba.sports.sina.com.cn/cba/team/show/2/,http://cba.sports.sina.com.cn/cba/schedule/show/18382/,http://cba.sports.sina.com.cn/cba/team/show/6/,http://sports.sina.com.cn/basketball/cba/2019-11-02/doc-iicezuev6752945.shtml,http://cba.sports.sina.com.cn/cba/schedule/show/18382/,http://slide.sports.sina.com.cn/cba/slide_2_786_233393.html,2019202000002
1,2019-11-02\xa019:35,四川,\t\t\t\t\t\t\t\t\t\t\t\t\t\t87:134\t\t\t\t\t\t\t\t\t\t\t\t\t\t,新疆,战报,统计,组图,成都,,http://cba.sports.sina.com.cn/cba/team/show/182/,http://cba.sports.sina.com.cn/cba/schedule/show/18383/,http://cba.sports.sina.com.cn/cba/team/show/11/,http://sports.sina.com.cn/basketball/cba/2019-11-02/doc-iicezuev6751102.shtml,http://cba.sports.sina.com.cn/cba/schedule/show/18383/,http://slide.sports.sina.com.cn/cba/slide_2_786_233388.html,2019202000003
1,2019-11-02\xa019:35,山东,\t\t\t\t\t\t\t\t\t\t\t\t\t\t108:95\t\t\t\t\t\t\t\t\t\t\t\t\t\t,八一,战报,统计,组图,济南,,http://cba.sports.sina.com.cn/cba/team/show/15/,http://cba.sports.sina.com.cn/cba/schedule/show/18384/,http://cba.sports.sina.com.cn/cba/team/show/3/,http://sports.sina.com.cn/basketball/cba/2019-11-02/doc-iicezuev6752945.shtml,http://cba.sports.sina.com.cn/cba/schedule/show/18384/,http://slide.sports.sina.com.cn/cba/slide_2_786_233393.html,2019202000004
1,2019-11-02\xa019:35,北控,\t\t\t\t\t\t\t\t\t\t\t\t\t\t108:103\t\t\t\t\t\t\t\t\t\t\t\t\t\t,深圳,战报,统计,组图,北京,,http://cba.sports.sina.com.cn/cba/team/show/369/,http://cba.sports.sina.com.cn/cba/schedule/show/18385/,http://cba.sports.sina.com.cn/cba/team/show/8/,http://sports.sina.com.cn/basketball/cba/2019-11-02/doc-iicezuev6752945.shtml,http://cba.sports.sina.com.cn/cba/schedule/show/18385/,http://slide.sports.sina.com.cn/cba/slide_2_792_233391.html,2019202000005
1,2019-11-02\xa019:35,青岛,\t\t\t\t\t\t\t\t\t\t\t\t\t\t103:105\t\t\t\t\t\t\t\t\t\t\t\t\t\t,吉林,战报,统计,组图,青岛,,http://cba.sports.sina.com.cn/cba/team/show/114/,http://cba.sports.sina.com.cn/cba/schedule/show/18387/,http://cba.sports.sina.com.cn/cba/team/show/12/,http://sports.sina.com.cn/basketball/cba/2019-11-02/doc-iicezuev6752945.shtml,http://cba.sports.sina.com.cn/cba/schedule/show/18387/,http://slide.sports.sina.com.cn/cba/slide_2_786_233393.html,2019202000006
1,2019-11-02\xa019:35,广厦,\t\t\t\t\t\t\t\t\t\t\t\t\t\t93:90\t\t\t\t\t\t\t\t\t\t\t\t\t\t,福建,战报,统计,组图,诸暨,,http://cba.sports.sina.com.cn/cba/team/show/16/,http://cba.sports.sina.com.cn/cba/schedule/show/18388/,http://cba.sports.sina.com.cn/cba/team/show/7/,http://sports.sina.com.cn/basketball/cba/2019-11-02/doc-iicezzrr6792223.shtml,http://cba.sports.sina.com.cn/cba/schedule/show/18388/,http://slide.sports.sina.com.cn/cba/slide_2_786_233385.html,2019202000007
1,2019-11-02\xa020:00,上海,\t\t\t\t\t\t\t\t\t\t\t\t\t\t93:84\t\t\t\t\t\t\t\t\t\t\t\t\t\t,同曦,战报,统计,组图,上海,,http://cba.sports.sina.com.cn/cba/team/show/4/,http://cba.sports.sina.com.cn/cba/schedule/show/18386/,http://cba.sports.sina.com.cn/cba/team/show/368/,http://sports.sina.com.cn/basketball/cba/2019-11-02/doc-iicezuev6752945.shtml,http://cba.sports.sina.com.cn/cba/schedule/show/18386/,http://slide.sports.sina.com.cn/cba/slide_2_786_233393.html,2019202000008
1,2019-11-03\xa019:35,天津,\t\t\t\t\t\t\t\t\t\t\t\t\t\t81:103\t\t\t\t\t\t\t\t\t\t\t\t\t\t,北京,战报,统计,组图,天津,,http://cba.sports.sina.com.cn/cba/team/show/113/,http://cba.sports.sina.com.cn/cba/schedule/show/18389/,http://cba.sports.sina.com.cn/cba/team/show/10/,http://sports.sina.com.cn/basketball/cba/2019-11-03/doc-iicezuev6927306.shtml,http://cba.sports.sina.com.cn/cba/schedule/show/18389/,http://slide.sports.sina.com.cn/cba/slide_2_792_233493.html,2019202000009
1,2019-11-03\xa019:35,广州,\t\t\t\t\t\t\t\t\t\t\t\t\t\t96:123\t\t\t\t\t\t\t\t\t\t\t\t\t\t,山西,战报,统计,组图,广州,,http://cba.sports.sina.com.cn/cba/team/show/13/,http://cba.sports.sina.com.cn/cba/schedule/show/18390/,http://cba.sports.sina.com.cn/cba/team/show/14/,http://sports.sina.com.cn/basketball/cba/2019-11-03/doc-iicezuev6925002.shtml,http://cba.sports.sina.com.cn/cba/schedule/show/18390/,http://slide.sports.sina.com.cn/cba/slide_2_786_233497.html,2019202000010
2,2019-11-04\xa020:00,辽宁,\t\t\t\t\t\t\t\t\t\t\t\t\t\t90:103\t\t\t\t\t\t\t\t\t\t\t\t\t\t,广厦,战报,统计,组图,沈阳,,http://cba.sports.sina.com.cn/cba/team/show/9/,http://cba.sports.sina.com.cn/cba/schedule/show/18391/,http://cba.sports.sina.com.cn/cba/team/show/16/,http://sports.sina.com.cn/basketball/cba/2019-11-04/doc-iicezzrr7213417.shtml,http://cba.sports.sina.com.cn/cba/schedule/show/18391/,http://slide.sports.sina.com.cn/cba/slide_2_792_233615.html,2019202000011
2,2019-11-05\xa019:35,北控,\t\t\t\t\t\t\t\t\t\t\t\t\t\t98:102\t\t\t\t\t\t\t\t\t\t\t\t\t\t,上海,战报,统计,组图,北京,,http://cba.sports.sina.com.cn/cba/team/show/369/,http://cba.sports.sina.com.cn/cba/schedule/show/18392/,http://cba.sports.sina.com.cn/cba/team/show/4/,http://sports.sina.com.cn/basketball/cba/2019-11-05/doc-iicezuev7436450.shtml,http://cba.sports.sina.com.cn/cba/schedule/show/18392/,http://slide.sports.sina.com.cn/cba/slide_2_786_233688.html,2019202000012
2,2019-11-05\xa019:35,同曦,\t\t\t\t\t\t\t\t\t\t\t\t\t\t88:90\t\t\t\t\t\t\t\t\t\t\t\t\t\t,江苏,战报,统计,组图,南京,,http://cba.sports.sina.com.cn/cba/team/show/368/,http://cba.sports.sina.com.cn/cba/schedule/show/18393/,http://cba.sports.sina.com.cn/cba/team/show/2/,http://sports.sina.com.cn/basketball/cba/2019-11-05/doc-iicezuev7436450.shtml,http://cba.sports.sina.com.cn/cba/schedule/show/18393/,http://slide.sports.sina.com.cn/cba/slide_2_786_233688.html,2019202000013
2,2019-11-05\xa019:35,山西,\t\t\t\t\t\t\t\t\t\t\t\t\t\t115:107\t\t\t\t\t\t\t\t\t\t\t\t\t\t,福建,战报,统计,组图,太原,,http://cba.sports.sina.com.cn/cba/team/show/14/,http://cba.sports.sina.com.cn/cba/schedule/show/18394/,http://cba.sports.sina.com.cn/cba/team/show/7/,http://sports.sina.com.cn/basketball/cba/2019-11-05/doc-iicezuev7436450.shtml,http://cba.sports.sina.com.cn/cba/schedule/show/18394/,http://slide.sports.sina.com.cn/cba/slide_2_786_233688.html,2019202000014
2,2019-11-05\xa019:35,青岛,\t\t\t\t\t\t\t\t\t\t\t\t\t\t113:83\t\t\t\t\t\t\t\t\t\t\t\t\t\t,八一,战报,统计,组图,青岛,,http://cba.sports.sina.com.cn/cba/team/show/114/,http://cba.sports.sina.com.cn/cba/schedule/show/18395/,http://cba.sports.sina.com.cn/cba/team/show/3/,http://sports.sina.com.cn/basketball/cba/2019-11-05/doc-iicezuev7436450.shtml,http://cba.sports.sina.com.cn/cba/schedule/show/18395/,http://slide.sports.sina.com.cn/cba/slide_2_786_233688.html,2019202000015
2,2019-11-05\xa019:35,新疆,\t\t\t\t\t\t\t\t\t\t\t\t\t\t146:138\t\t\t\t\t\t\t\t\t\t\t\t\t\t,浙江,战报,统计,组图,乌鲁木齐,,http://cba.sports.sina.com.cn/cba/team/show/11/,http://cba.sports.sina.com.cn/cba/schedule/show/18396/,http://cba.sports.sina.com.cn/cba/team/show/6/,http://sports.sina.com.cn/basketball/cba/2019-11-05/doc-iicezzrr7470545.shtml,http://cba.sports.sina.com.cn/cba/schedule/show/18396/,http://slide.sports.sina.com.cn/cba/slide_2_786_233689.html,2019202000016
2,2019-11-05\xa019:35,广东,\t\t\t\t\t\t\t\t\t\t\t\t\t\t118:115\t\t\t\t\t\t\t\t\t\t\t\t\t\t,四川,战报,统计,组图,东莞,,http://cba.sports.sina.com.cn/cba/team/show/1/,http://cba.sports.sina.com.cn/cba/schedule/show/18397/,http://cba.sports.sina.com.cn/cba/team/show/182/,http://sports.sina.com.cn/basketball/cba/2019-11-05/doc-iicezuev7424991.shtml,http://cba.sports.sina.com.cn/cba/schedule/show/18397/,http://slide.sports.sina.com.cn/cba/slide_2_786_233692.html,2019202000017
2,2019-11-06\xa019:35,北京,\t\t\t\t\t\t\t\t\t\t\t\t\t\t105:102\t\t\t\t\t\t\t\t\t\t\t\t\t\t,山东,战报,统计,组图,北京,,http://cba.sports.sina.com.cn/cba/team/show/10/,http://cba.sports.sina.com.cn/cba/schedule/show/18398/,http://cba.sports.sina.com.cn/cba/team/show/15/,http://sports.sina.com.cn/basketball/cba/2019-11-06/doc-iicezzrr7711909.shtml,http://cba.sports.sina.com.cn/cba/schedule/show/18398/,http://slide.sports.sina.com.cn/cba/slide_2_792_233805.html,2019202000018
2,2019-11-06\xa019:35,天津,\t\t\t\t\t\t\t\t\t\t\t\t\t\t107:121\t\t\t\t\t\t\t\t\t\t\t\t\t\t,吉林,战报,统计,组图,天津,,http://cba.sports.sina.com.cn/cba/team/show/113/,http://cba.sports.sina.com.cn/cba/schedule/show/18399/,http://cba.sports.sina.com.cn/cba/team/show/12/,http://sports.sina.com.cn/basketball/cba/2019-11-06/doc-iicezuev7670841.shtml,http://cba.sports.sina.com.cn/cba/schedule/show/18399/,http://slide.sports.sina.com.cn/cba/slide_2_792_233810.html,2019202000019
2,2019-11-06\xa019:35,深圳,\t\t\t\t\t\t\t\t\t\t\t\t\t\t103:119\t\t\t\t\t\t\t\t\t\t\t\t\t\t,广州,战报,统计,组图,待定,,http://cba.sports.sina.com.cn/cba/team/show/8/,http://cba.sports.sina.com.cn/cba/schedule/show/18400/,http://cba.sports.sina.com.cn/cba/team/show/13/,http://sports.sina.com.cn/basketball/cba/2019-11-06/doc-iicezuev7670841.shtml,http://cba.sports.sina.com.cn/cba/schedule/show/18400/,http://slide.sports.sina.com.cn/cba/slide_2_792_233812.html,2019202000020
3,2019-11-07\xa019:35,同曦,\t\t\t\t\t\t\t\t\t\t\t\t\t\t103:101\t\t\t\t\t\t\t\t\t\t\t\t\t\t,四川,战报,统计,组图,南京,,http://cba.sports.sina.com.cn/cba/team/show/368/,http://cba.sports.sina.com.cn/cba/schedule/show/18401/,http://cba.sports.sina.com.cn/cba/team/show/182/,http://sports.sina.com.cn/basketball/cba/2019-11-07/doc-iicezuev7923502.shtml,http://cba.sports.sina.com.cn/cba/schedule/show/18401/,http://slide.sports.sina.com.cn/cba/slide_2_792_233944.html,2019202000021
3,2019-11-07\xa019:35,福建,\t\t\t\t\t\t\t\t\t\t\t\t\t\t119:125\t\t\t\t\t\t\t\t\t\t\t\t\t\t,青岛,战报,统计,组图,晋江,,http://cba.sports.sina.com.cn/cba/team/show/7/,http://cba.sports.sina.com.cn/cba/schedule/show/18402/,http://cba.sports.sina.com.cn/cba/team/show/114/,http://sports.sina.com.cn/basketball/cba/2019-11-07/doc-iicezuev7923502.shtml,http://cba.sports.sina.com.cn/cba/schedule/show/18402/,http://slide.sports.sina.com.cn/cba/slide_2_792_233944.html,2019202000022
3,2019-11-07\xa019:35,新疆,\t\t\t\t\t\t\t\t\t\t\t\t\t\t115:110\t\t\t\t\t\t\t\t\t\t\t\t\t\t,广厦,战报,统计,组图,乌鲁木齐,,http://cba.sports.sina.com.cn/cba/team/show/11/,http://cba.sports.sina.com.cn/cba/schedule/show/18403/,http://cba.sports.sina.com.cn/cba/team/show/16/,http://sports.sina.com.cn/basketball/cba/2019-11-07/doc-iicezzrr7967934.shtml,http://cba.sports.sina.com.cn/cba/schedule/show/18403/,http://slide.sports.sina.com.cn/cba/slide_2_792_233943.html,2019202000023
3,2019-11-08\xa019:35,江苏,\t\t\t\t\t\t\t\t\t\t\t\t\t\t98:92\t\t\t\t\t\t\t\t\t\t\t\t\t\t,天津,战报,统计,组图,苏州,,http://cba.sports.sina.com.cn/cba/team/show/2/,http://cba.sports.sina.com.cn/cba/schedule/show/18404/,http://cba.sports.sina.com.cn/cba/team/show/113/,http://sports.sina.com.cn/basketball/cba/2019-11-08/doc-iicezzrr8215656.shtml,http://cba.sports.sina.com.cn/cba/schedule/show/18404/,http://slide.sports.sina.com.cn/cba/slide_2_792_233944.html,2019202000024
3,2019-11-08\xa019:35,广州,\t\t\t\t\t\t\t\t\t\t\t\t\t\t123:134\t\t\t\t\t\t\t\t\t\t\t\t\t\t,北控,战报,统计,组图,广州,,http://cba.sports.sina.com.cn/cba/team/show/13/,http://cba.sports.sina.com.cn/cba/schedule/show/18405/,http://cba.sports.sina.com.cn/cba/team/show/369/,http://sports.sina.com.cn/basketball/cba/2019-11-08/doc-iicezzrr8215656.shtml,http://cba.sports.sina.com.cn/cba/schedule/show/18405/,http://slide.sports.sina.com.cn/cba/slide_2_792_233944.html,2019202000025
3,2019-11-08\xa019:35,北京,\t\t\t\t\t\t\t\t\t\t\t\t\t\t94:88\t\t\t\t\t\t\t\t\t\t\t\t\t\t,上海,战报,统计,组图,北京,,http://cba.sports.sina.com.cn/cba/team/show/10/,http://cba.sports.sina.com.cn/cba/schedule/show/18406/,http://cba.sports.sina.com.cn/cba/team/show/4/,http://sports.sina.com.cn/basketball/cba/2019-11-08/doc-iicezzrr8207266.shtml,http://cba.sports.sina.com.cn/cba/schedule/show/18406/,http://slide.sports.sina.com.cn/cba/slide_2_792_234076.html,2019202000026
3,2019-11-08\xa019:35,辽宁,\t\t\t\t\t\t\t\t\t\t\t\t\t\t123:107\t\t\t\t\t\t\t\t\t\t\t\t\t\t,深圳,战报,统计,组图,沈阳,,http://cba.sports.sina.com.cn/cba/team/show/9/,http://cba.sports.sina.com.cn/cba/schedule/show/18407/,http://cba.sports.sina.com.cn/cba/team/show/8/,http://sports.sina.com.cn/basketball/cba/2019-11-08/doc-iicezuev8164423.shtml,http://cba.sports.sina.com.cn/cba/schedule/show/18407/,http://slide.sports.sina.com.cn/cba/slide_2_792_234069.html,2019202000027
3,2019-11-08\xa019:35,吉林,\t\t\t\t\t\t\t\t\t\t\t\t\t\t105:84\t\t\t\t\t\t\t\t\t\t\t\t\t\t,八一,战报,统计,组图,长春,,http://cba.sports.sina.com.cn/cba/team/show/12/,http://cba.sports.sina.com.cn/cba/schedule/show/18408/,http://cba.sports.sina.com.cn/cba/team/show/3/,http://sports.sina.com.cn/basketball/cba/2019-11-08/doc-iicezzrr8215656.shtml,http://cba.sports.sina.com.cn/cba/schedule/show/18408/,http://slide.sports.sina.com.cn/cba/slide_2_792_233944.html,2019202000028
3,2019-11-08\xa020:00,广东,\t\t\t\t\t\t\t\t\t\t\t\t\t\t126:110\t\t\t\t\t\t\t\t\t\t\t\t\t\t,山东,战报,统计,组图,东莞,,http://cba.sports.sina.com.cn/cba/team/show/1/,http://cba.sports.sina.com.cn/cba/schedule/show/18409/,http://cba.sports.sina.com.cn/cba/team/show/15/,http://sports.sina.com.cn/basketball/cba/2019-11-08/doc-iicezzrr8208724.shtml,http://cba.sports.sina.com.cn/cba/schedule/show/18409/,http://slide.sports.sina.com.cn/cba/slide_2_792_234075.html,2019202000029
3,2020-01-09\xa019:35,浙江,\t\t\t\t\t\t\t\t\t\t\t\t\t\t118:110\t\t\t\t\t\t\t\t\t\t\t\t\t\t,山西,战报,统计,组图,,,http://cba.sports.sina.com.cn/cba/team/show/6/,http://cba.sports.sina.com.cn/cba/schedule/show/18841/,http://cba.sports.sina.com.cn/cba/team/show/14/,https://sports.sina.com.cn/basketball/cba/2020-01-09/doc-iihnzhha1445561.shtml,http://cba.sports.sina.com.cn/cba/schedule/show/18841/,http://slide.sports.sina.com.cn/cba/slide_2_792_239620.html,2019202000030
4,2019-11-09\xa019:35,同曦,\t\t\t\t\t\t\t\t\t\t\t\t\t\t98:93\t\t\t\t\t\t\t\t\t\t\t\t\t\t,浙江,战报,统计,\t\t\t\t\t\t\t\t\t\t\t\t\t\t--\t\t\t\t\t\t\t\t\t\t\t\t\t\t,南京,,http://cba.sports.sina.com.cn/cba/team/show/368/,http://cba.sports.sina.com.cn/cba/schedule/show/18410/,http://cba.sports.sina.com.cn/cba/team/show/6/,http://sports.sina.com.cn/basketball/cba/2019-11-09/doc-iicezzrr8396916.shtml,http://cba.sports.sina.com.cn/cba/schedule/show/18410/,,2019202000031
4,2019-11-10\xa016:00,辽宁,\t\t\t\t\t\t\t\t\t\t\t\t\t\t114:89\t\t\t\t\t\t\t\t\t\t\t\t\t\t,八一,战报,统计,组图,沈阳,,http://cba.sports.sina.com.cn/cba/team/show/9/,http://cba.sports.sina.com.cn/cba/schedule/show/18418/,http://cba.sports.sina.com.cn/cba/team/show/3/,http://sports.sina.com.cn/basketball/cba/2019-11-10/doc-iicezuev8483537.shtml,http://cba.sports.sina.com.cn/cba/schedule/show/18418/,http://slide.sports.sina.com.cn/cba/slide_2_792_234214.html,2019202000032
4,2019-11-10\xa019:00,吉林,\t\t\t\t\t\t\t\t\t\t\t\t\t\t120:115\t\t\t\t\t\t\t\t\t\t\t\t\t\t,广东,战报,统计,组图,长春,,http://cba.sports.sina.com.cn/cba/team/show/12/,http://cba.sports.sina.com.cn/cba/schedule/show/18419/,http://cba.sports.sina.com.cn/cba/team/show/1/,http://sports.sina.com.cn/basketball/cba/2019-11-10/doc-iicezzrr8556345.shtml,http://cba.sports.sina.com.cn/cba/schedule/show/18419/,http://slide.sports.sina.com.cn/cba/slide_2_792_234237.html,2019202000033
4,2019-11-10\xa019:35,广厦,\t\t\t\t\t\t\t\t\t\t\t\t\t\t100:91\t\t\t\t\t\t\t\t\t\t\t\t\t\t,山西,战报,统计,组图,诸暨,,http://cba.sports.sina.com.cn/cba/team/show/16/,http://cba.sports.sina.com.cn/cba/schedule/show/18411/,http://cba.sports.sina.com.cn/cba/team/show/14/,http://sports.sina.com.cn/basketball/cba/2019-11-10/doc-iicezuev8519490.shtml,http://cba.sports.sina.com.cn/cba/schedule/show/18411/,http://slide.sports.sina.com.cn/cba/slide_2_792_234257.html,2019202000034
4,2019-11-10\xa019:35,福建,\t\t\t\t\t\t\t\t\t\t\t\t\t\t120:127\t\t\t\t\t\t\t\t\t\t\t\t\t\t,新疆,战报,统计,组图,晋江,,http://cba.sports.sina.com.cn/cba/team/show/7/,http://cba.sports.sina.com.cn/cba/schedule/show/18412/,http://cba.sports.sina.com.cn/cba/team/show/11/,http://sports.sina.com.cn/basketball/cba/2019-11-10/doc-iicezzrr8562829.shtml,http://cba.sports.sina.com.cn/cba/schedule/show/18412/,http://slide.sports.sina.com.cn/cba/slide_2_792_234253.html,2019202000035
4,2019-11-10\xa019:35,山东,\t\t\t\t\t\t\t\t\t\t\t\t\t\t100:99\t\t\t\t\t\t\t\t\t\t\t\t\t\t,广州,战报,统计,组图,济南,,http://cba.sports.sina.com.cn/cba/team/show/15/,http://cba.sports.sina.com.cn/cba/schedule/show/18414/,http://cba.sports.sina.com.cn/cba/team/show/13/,http://sports.sina.com.cn/basketball/cba/2019-11-10/doc-iicezuev8519490.shtml,http://cba.sports.sina.com.cn/cba/schedule/show/18414/,http://slide.sports.sina.com.cn/cba/slide_2_792_234257.html,2019202000036
4,2019-11-10\xa019:35,上海,\t\t\t\t\t\t\t\t\t\t\t\t\t\t94:86\t\t\t\t\t\t\t\t\t\t\t\t\t\t,天津,战报,统计,组图,上海,,http://cba.sports.sina.com.cn/cba/team/show/4/,http://cba.sports.sina.com.cn/cba/schedule/show/18415/,http://cba.sports.sina.com.cn/cba/team/show/113/,http://sports.sina.com.cn/basketball/cba/2019-11-10/doc-iicezuev8519490.shtml,http://cba.sports.sina.com.cn/cba/schedule/show/18415/,http://slide.sports.sina.com.cn/cba/slide_2_792_234257.html,2019202000037
4,2019-11-10\xa019:35,北京,\t\t\t\t\t\t\t\t\t\t\t\t\t\t115:104\t\t\t\t\t\t\t\t\t\t\t\t\t\t,青岛,战报,统计,组图,北京,,http://cba.sports.sina.com.cn/cba/team/show/10/,http://cba.sports.sina.com.cn/cba/schedule/show/18416/,http://cba.sports.sina.com.cn/cba/team/show/114/,http://sports.sina.com.cn/basketball/cba/2019-11-10/doc-iicezzrr8560730.shtml,http://cba.sports.sina.com.cn/cba/schedule/show/18416/,http://slide.sports.sina.com.cn/cba/slide_2_792_234251.html,2019202000038
4,2019-11-10\xa019:35,深圳,\t\t\t\t\t\t\t\t\t\t\t\t\t\t87:94\t\t\t\t\t\t\t\t\t\t\t\t\t\t,北控,战报,统计,组图,待定,,http://cba.sports.sina.com.cn/cba/team/show/8/,http://cba.sports.sina.com.cn/cba/schedule/show/18417/,http://cba.sports.sina.com.cn/cba/team/show/369/,http://sports.sina.com.cn/basketball/cba/2019-11-10/doc-iicezuev8519490.shtml,http://cba.sports.sina.com.cn/cba/schedule/show/18417/,http://slide.sports.sina.com.cn/cba/slide_2_792_234257.html,2019202000039
4,2019-11-10\xa020:00,江苏,\t\t\t\t\t\t\t\t\t\t\t\t\t\t117:101\t\t\t\t\t\t\t\t\t\t\t\t\t\t,四川,战报,统计,组图,苏州,,http://cba.sports.sina.com.cn/cba/team/show/2/,http://cba.sports.sina.com.cn/cba/schedule/show/18413/,http://cba.sports.sina.com.cn/cba/team/show/182/,http://sports.sina.com.cn/basketball/cba/2019-11-10/doc-iicezuev8519490.shtml,http://cba.sports.sina.com.cn/cba/schedule/show/18413/,http://slide.sports.sina.com.cn/cba/slide_2_792_234257.html,2019202000040
5,2019-11-12\xa019:35,山东,\t\t\t\t\t\t\t\t\t\t\t\t\t\t96:82\t\t\t\t\t\t\t\t\t\t\t\t\t\t,天津,战报,统计,组图,济南,,http://cba.sports.sina.com.cn/cba/team/show/15/,http://cba.sports.sina.com.cn/cba/schedule/show/18420/,http://cba.sports.sina.com.cn/cba/team/show/113/,http://sports.sina.com.cn/basketball/cba/2019-11-12/doc-iihnzahi0450773.shtml,http://cba.sports.sina.com.cn/cba/schedule/show/18420/,http://slide.sports.sina.com.cn/cba/slide_2_792_234455.html,2019202000041
5,2019-11-12\xa019:35,辽宁,\t\t\t\t\t\t\t\t\t\t\t\t\t\t126:107\t\t\t\t\t\t\t\t\t\t\t\t\t\t,同曦,战报,统计,组图,沈阳,,http://cba.sports.sina.com.cn/cba/team/show/9/,http://cba.sports.sina.com.cn/cba/schedule/show/18421/,http://cba.sports.sina.com.cn/cba/team/show/368/,http://sports.sina.com.cn/basketball/cba/2019-11-12/doc-iihnzhfy8796475.shtml,http://cba.sports.sina.com.cn/cba/schedule/show/18421/,http://slide.sports.sina.com.cn/cba/slide_2_792_234454.html,2019202000042
5,2019-11-12\xa019:35,山西,\t\t\t\t\t\t\t\t\t\t\t\t\t\t106:87\t\t\t\t\t\t\t\t\t\t\t\t\t\t,上海,战报,统计,组图,太原,,http://cba.sports.sina.com.cn/cba/team/show/14/,http://cba.sports.sina.com.cn/cba/schedule/show/18422/,http://cba.sports.sina.com.cn/cba/team/show/4/,http://sports.sina.com.cn/basketball/cba/2019-11-12/doc-iihnzahi0450773.shtml,http://cba.sports.sina.com.cn/cba/schedule/show/18422/,http://slide.sports.sina.com.cn/cba/slide_2_792_234455.html,2019202000043
5,2019-11-12\xa019:35,青岛,\t\t\t\t\t\t\t\t\t\t\t\t\t\t115:100\t\t\t\t\t\t\t\t\t\t\t\t\t\t,广州,战报,统计,组图,青岛,,http://cba.sports.sina.com.cn/cba/team/show/114/,http://cba.sports.sina.com.cn/cba/schedule/show/18423/,http://cba.sports.sina.com.cn/cba/team/show/13/,http://sports.sina.com.cn/basketball/cba/2019-11-12/doc-iihnzahi0450773.shtml,http://cba.sports.sina.com.cn/cba/schedule/show/18423/,http://slide.sports.sina.com.cn/cba/slide_2_792_234455.html,2019202000044
5,2019-11-13\xa019:35,深圳,\t\t\t\t\t\t\t\t\t\t\t\t\t\t109:104\t\t\t\t\t\t\t\t\t\t\t\t\t\t,北京,战报,统计,组图,待定,,http://cba.sports.sina.com.cn/cba/team/show/8/,http://cba.sports.sina.com.cn/cba/schedule/show/18424/,http://cba.sports.sina.com.cn/cba/team/show/10/,http://sports.sina.com.cn/basketball/cba/2019-11-13/doc-iihnzhfy9041315.shtml,http://cba.sports.sina.com.cn/cba/schedule/show/18424/,http://slide.sports.sina.com.cn/cba/slide_2_792_234567.html,2019202000045
5,2019-11-13\xa019:35,广厦,\t\t\t\t\t\t\t\t\t\t\t\t\t\t87:75\t\t\t\t\t\t\t\t\t\t\t\t\t\t,江苏,战报,统计,组图,诸暨,,http://cba.sports.sina.com.cn/cba/team/show/16/,http://cba.sports.sina.com.cn/cba/schedule/show/18425/,http://cba.sports.sina.com.cn/cba/team/show/2/,http://sports.sina.com.cn/basketball/cba/2019-11-13/doc-iihnzahi0690725.shtml,http://cba.sports.sina.com.cn/cba/schedule/show/18425/,http://slide.sports.sina.com.cn/cba/slide_2_792_234568.html,2019202000046
5,2019-11-13\xa019:35,八一,\t\t\t\t\t\t\t\t\t\t\t\t\t\t107:129\t\t\t\t\t\t\t\t\t\t\t\t\t\t,福建,战报,统计,组图,南昌,,http://cba.sports.sina.com.cn/cba/team/show/3/,http://cba.sports.sina.com.cn/cba/schedule/show/18426/,http://cba.sports.sina.com.cn/cba/team/show/7/,http://sports.sina.com.cn/basketball/cba/2019-11-13/doc-iihnzhfy9039061.shtml,http://cba.sports.sina.com.cn/cba/schedule/show/18426/,http://slide.sports.sina.com.cn/cba/slide_2_792_234568.html,2019202000047
5,2019-11-13\xa020:00,新疆,\t\t\t\t\t\t\t\t\t\t\t\t\t\t112:107\t\t\t\t\t\t\t\t\t\t\t\t\t\t,吉林,战报,统计,组图,乌鲁木齐,,http://cba.sports.sina.com.cn/cba/team/show/11/,http://cba.sports.sina.com.cn/cba/schedule/show/18427/,http://cba.sports.sina.com.cn/cba/team/show/12/,http://sports.sina.com.cn/basketball/cba/2019-11-13/doc-iihnzahi0695473.shtml,http://cba.sports.sina.com.cn/cba/schedule/show/18427/,http://slide.sports.sina.com.cn/cba/slide_2_792_234569.html,2019202000048
