球员,号码,出场时间,首发,2分中-投,3分中-投,罚球中-投,进攻篮板,防守篮板,助攻,犯规,抢断,失误,盖帽,扣篮,被侵,快攻,得分,Game_ID,球队
邢志强,12,31,0,5-7(71%),1-3(33%),1-2(50%),2,1,0,1,0,2,0,0,1,0/0,14,2.0192E+12,山西
埃里克-莫兰德,3,33,0,3-5(60%),0-0(0%),0-1(0%),4,18,1,0,4,3,2,2,5,0/0,6,2.0192E+12,山西
闫鹏飞,9,11,0,3-6(50%),0-1(0%),0-0(0%),3,3,0,1,0,0,1,1,1,0/0,6,2.0192E+12,山西
田桂森,0,22,0,2-4(50%),0-3(0%),0-0(0%),1,1,1,0,0,1,1,0,1,0/0,4,2.0192E+12,山西
郭晓鹏,1,6,0,0-0(0%),0-2(0%),0-0(0%),0,0,0,0,0,1,0,0,0,0/0,0,2.0192E+12,山西
刘春庆,6,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,山西
张泽龙,24,7,0,0-3(0%),0-0(0%),0-0(0%),1,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,山西
滕贺麒,8,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,山西
卫猛,19,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,山西
张涵钧,25,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,山西
山西,--,--,--,25-55(45%),6-24(25%),10-15(67%),15,30,11,10,4,12,6,3,23,0/0,78,2.0192E+12,山西
林书豪,7,36,1,8-14(57%),4-5(80%),4-5(80%),1,5,6,4,3,2,0,0,4,0/0,32,2.0192E+12,北京
朱彦西,13,37,1,0-0(0%),7-13(54%),1-2(50%),0,1,1,1,2,1,0,0,1,0/0,22,2.0192E+12,北京
翟晓川,20,38,1,3-5(60%),2-4(50%),3-3(100%),1,6,4,3,2,0,1,0,3,0/0,15,2.0192E+12,北京
方硕,8,35,1,6-9(67%),0-3(0%),0-0(0%),0,4,6,3,2,1,0,0,0,0/0,12,2.0192E+12,北京
丘天,19,18,1,1-2(50%),0-0(0%),1-4(25%),1,3,0,5,0,0,1,0,2,0/0,3,2.0192E+12,北京
尤度,9,29,0,3-6(50%),0-0(0%),0-0(0%),0,6,1,4,0,0,6,2,0,0/0,6,2.0192E+12,北京
张卓,22,10,0,0-1(0%),1-2(50%),0-0(0%),0,1,0,0,0,3,0,0,0,0/0,3,2.0192E+12,北京
周仪翔,27,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,北京
刘晓宇,10,16,0,0-3(0%),0-0(0%),0-0(0%),0,3,2,1,0,2,0,0,0,0/0,0,2.0192E+12,北京
王旭,4,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,北京
孙昊锋,2,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,北京
张才仁,16,2,0,0-1(0%),0-0(0%),0-0(0%),0,0,0,1,0,0,0,0,0,0/0,0,2.0192E+12,北京
王骁辉,77,13,0,0-0(0%),0-2(0%),0-0(0%),0,0,0,2,0,0,0,0,0,0/0,0,2.0192E+12,北京
段江鹏,11,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,北京
赵晏满,1,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,北京
李佳益,39,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,北京
常林,21,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,北京
孙晨然,6,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,北京
北京,--,--,--,21-41(51%),14-29(48%),9-14(64%),3,29,20,24,9,9,8,2,10,0/0,93,2.0192E+12,北京
德怀特-拜克斯,8,40,1,7-15(47%),3-4(75%),3-3(100%),2,2,5,4,5,5,1,0,4,0/0,26,2.0192E+12,深圳
顾全,12,37,1,1-3(33%),6-11(55%),4-7(57%),2,6,2,5,1,1,0,0,7,0/0,24,2.0192E+12,深圳
李慕豪,9,31,1,6-8(75%),0-1(0%),5-5(100%),3,7,1,5,2,1,1,2,4,0/0,17,2.0192E+12,深圳
卢艺文,23,20,1,2-4(50%),0-2(0%),2-2(100%),2,3,2,3,3,0,1,0,2,0/0,6,2.0192E+12,深圳
容子峰,25,27,1,1-3(33%),1-3(33%),0-0(0%),1,1,4,3,2,2,0,0,1,0/0,5,2.0192E+12,深圳
贾雷尔-马丁,1,27,0,6-13(46%),0-4(0%),0-0(0%),1,5,3,4,1,1,2,0,0,0/0,12,2.0192E+12,深圳
沈梓捷,11,16,0,3-7(43%),0-0(0%),2-4(50%),2,2,0,2,0,0,1,2,2,0/0,8,2.0192E+12,深圳
孟铎,3,14,0,1-2(50%),0-0(0%),2-2(100%),2,1,1,2,0,1,0,0,1,0/0,4,2.0192E+12,深圳
贺希宁,0,17,0,0-5(0%),0-1(0%),2-2(100%),0,0,3,1,1,0,0,0,2,0/0,2,2.0192E+12,深圳
杨林祎,6,2,0,0-0(0%),0-1(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,深圳
于德豪,19,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,深圳
卢鹏羽,2,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,深圳
陈柏石,34,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,深圳
李想,16,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,深圳
韩驭丰,14,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,深圳
何忠勉,20,3,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,1,0,1,0,0,0,0/0,0,2.0192E+12,深圳
赵义明,5,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,深圳
白昊天,10,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,深圳
深圳,--,--,--,27-60(45%),10-27(37%),20-25(80%),15,27,21,30,15,12,6,4,23,0/0,104,2.0192E+12,深圳
哈德森,0,39,1,4-9(44%),4-14(29%),6-6(100%),1,9,5,2,3,7,1,0,7,0/0,26,2.0192E+12,山东
陶汉林,20,38,1,7-13(54%),0-1(0%),6-8(75%),4,2,2,5,1,0,2,0,5,0/0,20,2.0192E+12,山东
李敬宇,8,32,1,2-3(67%),1-3(33%),3-5(60%),2,2,1,5,0,1,0,0,5,0/0,10,2.0192E+12,山东
王汝恒,24,10,1,1-2(50%),0-0(0%),2-2(100%),0,0,1,2,0,1,0,0,1,0/0,4,2.0192E+12,山东
贾诚,23,25,1,1-2(50%),0-1(0%),1-4(25%),1,6,1,2,0,3,1,0,3,0/0,3,2.0192E+12,山东
詹姆斯-梅斯,40,29,0,4-8(50%),0-0(0%),7-9(78%),3,11,0,0,3,3,2,0,6,0/0,15,2.0192E+12,山东
陈培东,44,23,0,0-4(0%),2-3(67%),3-4(75%),0,1,0,2,1,2,0,0,2,0/0,9,2.0192E+12,山东
侯沛佐,10,16,0,0-0(0%),1-1(100%),2-2(100%),0,0,0,3,1,1,0,0,1,0/0,5,2.0192E+12,山东
张庆鹏,9,24,0,0-0(0%),1-3(33%),0-0(0%),0,1,2,2,0,1,0,0,0,0/0,3,2.0192E+12,山东
张辉,4,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,山东
王冠翔,13,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,山东
田嘉夫,14,1,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,山东
孙贺男,31,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,山东
李泓翰,7,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,山东
刘大鹏,1,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,山东
朱荣振,35,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,山东
吴轲,15,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,山东
马光翰,5,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,山东
山东,--,--,--,19-41(46%),9-26(35%),30-40(75%),11,32,12,23,9,19,6,0,30,0/0,95,2.0192E+12,山东
时德帅,23,41,1,5-10(50%),3-6(50%),0-0(0%),4,3,1,2,5,4,1,0,3,0/0,19,2.0192E+12,天津
史仪,22,22,1,1-4(25%),2-2(100%),2-2(100%),0,1,5,3,0,1,0,0,2,0/0,10,2.0192E+12,天津
马尔科-托多罗维奇,19,28,1,3-5(60%),0-1(0%),1-2(50%),1,4,4,4,1,2,0,0,2,0/0,7,2.0192E+12,天津
金鑫,10,27,1,3-3(100%),0-3(0%),0-0(0%),0,3,2,5,0,0,0,0,0,0/0,6,2.0192E+12,天津
刘帅,12,20,1,0-1(0%),2-3(67%),0-0(0%),0,0,1,0,1,0,0,0,0,0/0,6,2.0192E+12,天津
查森-兰德尔,25,38,0,8-13(62%),6-13(46%),5-5(100%),0,3,5,4,1,8,1,0,8,0/0,39,2.0192E+12,天津
孟子凯,1,20,0,3-5(60%),1-4(25%),0-0(0%),2,3,3,5,0,0,0,2,0,0/0,9,2.0192E+12,天津
潘宁,6,22,0,2-5(40%),0-2(0%),0-0(0%),1,1,1,6,1,3,2,0,0,0/0,4,2.0192E+12,天津
何思雨,20,7,0,0-0(0%),1-1(100%),0-0(0%),0,0,0,0,0,0,0,0,1,0/0,3,2.0192E+12,天津
田野,17,6,0,0-0(0%),0-0(0%),0-0(0%),0,0,1,0,0,0,0,0,1,0/0,0,2.0192E+12,天津
李荣培,7,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,天津
田雨,16,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,天津
张云梦,13,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,天津
刘伟,21,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,天津
韩博林,8,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,天津
高森堡,2,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,天津
孟祥龙,14,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,天津
栾晓君,4,3,0,0-0(0%),0-0(0%),0-0(0%),0,1,0,0,0,0,0,0,0,0/0,0,2.0192E+12,天津
关健,68,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,天津
张智涵,9,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,天津
天津,--,--,--,25-46(54%),15-35(43%),8-9(89%),8,19,23,29,9,18,4,2,17,0/0,103,2.0192E+12,天津
亚当斯,4,35,1,13-15(87%),4-12(33%),6-7(86%),0,5,13,4,3,6,0,1,9,0/0,44,2.0192E+12,青岛
王庆明,32,29,1,4-4(100%),1-7(14%),1-1(100%),3,2,1,1,0,1,1,0,1,0/0,12,2.0192E+12,青岛
赵泰隆,8,19,1,0-1(0%),2-5(40%),0-0(0%),0,1,0,1,0,0,0,0,0,0/0,6,2.0192E+12,青岛
赵戌宏,20,4,1,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,青岛
杨金蒙,7,5,1,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,青岛
约翰逊,41,33,0,12-15(80%),0-1(0%),17-22(77%),9,6,1,4,3,2,0,5,15,0/0,41,2.0192E+12,青岛
翟逸,33,28,0,4-4(100%),0-0(0%),1-4(25%),1,2,3,1,1,0,0,2,2,0/0,9,2.0192E+12,青岛
焦海龙,17,18,0,2-3(67%),1-2(50%),1-1(100%),1,4,0,0,0,3,0,0,1,0/0,8,2.0192E+12,青岛
赵大鹏,30,20,0,0-1(0%),1-2(50%),0-0(0%),2,2,0,1,1,2,0,0,0,0/0,3,2.0192E+12,青岛
林韦翰,16,24,0,1-1(100%),0-3(0%),0-0(0%),0,2,2,5,0,1,0,0,0,0/0,2,2.0192E+12,青岛
刘传兴,21,10,0,1-3(33%),0-0(0%),0-0(0%),1,3,0,0,0,0,1,1,0,0/0,2,2.0192E+12,青岛
邵英伦,11,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,青岛
张骋宇,6,10,0,0-3(0%),0-0(0%),0-0(0%),0,2,0,1,1,0,0,0,0,0/0,0,2.0192E+12,青岛
史文龙,26,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,青岛
许家晗,3,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,青岛
周湛东,24,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,青岛
王睿泽,2,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,青岛
杨凯,9,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,青岛
张昊,55,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,青岛
丁皓然,35,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,青岛
青岛,--,--,--,37-50(74%),9-32(28%),26-35(74%),17,29,20,18,9,15,2,9,28,0/0,127,2.0192E+12,青岛
德兹明-威尔斯,44,41,1,10-19(53%),2-5(40%),8-12(67%),0,11,4,1,3,6,1,0,12,0/0,34,2.0192E+12,广厦
胡金秋,21,41,1,8-12(67%),0-2(0%),2-2(100%),4,1,1,2,0,0,2,2,1,0/0,18,2.0192E+12,广厦
刘铮,11,40,1,6-13(46%),1-1(100%),2-3(67%),3,6,5,6,6,2,1,0,5,0/0,17,2.0192E+12,广厦
李京龙,9,27,1,0-0(0%),1-4(25%),3-6(50%),0,2,2,3,2,0,0,0,4,0/0,6,2.0192E+12,广厦
苏若禹,5,3,1,1-1(100%),0-0(0%),0-0(0%),0,0,0,1,0,1,0,0,2,0/0,2,2.0192E+12,广厦
普拉姆利,24,31,0,5-15(33%),0-0(0%),4-6(67%),6,5,2,2,0,1,1,3,4,0/0,14,2.0192E+12,广厦
朱俊龙,23,35,0,1-2(50%),2-4(50%),0-0(0%),0,2,2,4,2,2,0,0,1,0/0,8,2.0192E+12,广厦
李金效,13,16,0,1-4(25%),0-0(0%),4-4(100%),1,2,0,4,0,0,0,0,1,0/0,6,2.0192E+12,广厦
赵岩昊,25,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,广厦
孙铭徽,17,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,广厦
杜金伦,2,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,广厦
吴羽佳,10,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,广厦
赵嘉义,35,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,广厦
赵天熠,15,2,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,广厦
赵嘉仁,32,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,广厦
原晨云,18,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,广厦
广厦,--,--,--,32-66(48%),6-16(38%),23-33(70%),14,29,16,23,13,12,5,5,30,0/0,105,2.0192E+12,广厦
琼斯,55,37,1,9-15(60%),2-9(22%),7-7(100%),3,7,7,4,1,8,1,0,9,0/0,31,2.0192E+12,吉林
姜宇星,13,37,1,4-4(100%),0-0(0%),7-9(78%),2,0,1,6,0,1,0,0,6,0/0,15,2.0192E+12,吉林
代怀博,36,41,1,0-0(0%),4-9(44%),0-0(0%),0,1,1,4,0,3,0,0,1,0/0,12,2.0192E+12,吉林
崔晋铭,5,34,1,2-7(29%),0-4(0%),0-0(0%),1,7,4,3,1,4,0,0,0,0/0,4,2.0192E+12,吉林
钟诚,12,14,1,0-1(0%),1-2(50%),0-0(0%),0,2,0,4,0,0,0,0,0,0/0,3,2.0192E+12,吉林
霍尔曼,32,34,0,10-18(56%),0-0(0%),6-6(100%),3,8,0,3,1,2,4,1,4,0/0,26,2.0192E+12,吉林
李安,4,8,0,1-2(50%),0-0(0%),1-1(100%),1,0,0,1,0,0,0,0,1,0/0,3,2.0192E+12,吉林
刘天意,1,13,0,0-1(0%),0-0(0%),2-2(100%),0,1,0,4,3,0,0,0,1,0/0,2,2.0192E+12,吉林
姜伟泽,11,15,0,1-3(33%),0-2(0%),0-0(0%),0,2,2,0,0,0,0,0,1,0/0,2,2.0192E+12,吉林
耿铭旸,33,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,吉林
夏钰博,15,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,吉林
廉明,44,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,吉林
郭金林,21,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,吉林
孔德高,7,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,吉林
张彪,14,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,吉林
付博文,3,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,吉林
柴长易,6,3,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,1,0,0,0,0,0,0/0,0,2.0192E+12,吉林
吉林,--,--,--,27-51(53%),7-26(27%),23-25(92%),10,28,15,30,6,18,5,1,23,0/0,98,2.0192E+12,吉林
亨特,3,34,1,8-11(73%),1-5(20%),4-5(80%),1,6,4,2,3,3,0,0,8,0/0,23,2.0192E+12,广州
尼克尔森,44,29,1,4-10(40%),3-8(38%),3-4(75%),2,10,0,1,0,2,0,2,5,0/0,20,2.0192E+12,广州
姚天一,1,36,1,3-4(75%),2-5(40%),0-0(0%),1,1,6,3,2,1,0,0,1,0/0,12,2.0192E+12,广州
郑准,50,15,1,0-0(0%),3-3(100%),0-0(0%),0,0,1,2,0,0,1,0,0,0/0,9,2.0192E+12,广州
司坤,6,9,1,0-1(0%),0-1(0%),0-0(0%),0,0,0,2,0,0,0,0,0,0/0,0,2.0192E+12,广州
贾明儒,11,19,0,3-5(60%),1-3(33%),0-0(0%),0,0,3,2,0,1,0,0,2,0/0,9,2.0192E+12,广州
刘丰搏,30,16,0,1-1(100%),2-4(50%),0-0(0%),0,2,1,2,0,1,0,0,1,0/0,8,2.0192E+12,广州
孙鸣阳,27,16,0,1-4(25%),1-2(50%),0-0(0%),3,1,0,1,0,2,0,0,0,0/0,5,2.0192E+12,广州
李炎哲,13,8,0,1-1(100%),0-0(0%),0-1(0%),0,1,0,2,0,2,0,0,2,0/0,2,2.0192E+12,广州
张永鹏,33,11,0,1-3(33%),0-0(0%),0-0(0%),0,2,0,0,0,0,0,0,2,0/0,2,2.0192E+12,广州
衡艺丰,8,12,0,0-0(0%),0-1(0%),0-0(0%),0,0,0,1,0,0,0,0,0,0/0,0,2.0192E+12,广州
郭凯,14,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,广州
谷玥灼,12,10,0,0-1(0%),0-2(0%),0-0(0%),0,1,0,1,1,0,0,0,1,0/0,0,2.0192E+12,广州
陈盈骏,9,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,广州
10,10,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,广州
张展玮,23,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,广州
广州,--,--,--,22-41(54%),13-34(38%),7-10(70%),7,24,15,19,6,12,1,2,22,0/0,90,2.0192E+12,广州
易建联,9,33,1,7-13(54%),0-0(0%),7-9(78%),7,13,1,1,0,0,0,4,8,0/0,21,2.0192E+12,广东
胡明轩,3,24,1,2-4(50%),3-4(75%),2-2(100%),0,4,0,3,1,1,0,0,1,0/0,15,2.0192E+12,广东
布鲁克斯,6,25,1,1-7(14%),3-8(38%),2-2(100%),0,1,3,2,1,1,0,0,2,0/0,13,2.0192E+12,广东
赵睿,10,27,1,3-4(75%),1-4(25%),3-4(75%),2,0,6,3,3,0,0,0,3,0/0,12,2.0192E+12,广东
任骏飞,20,20,1,2-5(40%),1-2(50%),0-0(0%),1,0,0,3,0,1,0,0,1,0/0,7,2.0192E+12,广东
杜润旺,18,21,0,2-3(67%),5-8(63%),2-2(100%),2,0,0,4,1,0,1,0,1,0/0,21,2.0192E+12,广东
威姆斯,13,30,0,4-10(40%),2-4(50%),2-2(100%),1,4,10,1,0,4,0,0,3,0/0,16,2.0192E+12,广东
徐杰,2,14,0,0-1(0%),2-4(50%),0-0(0%),1,0,2,0,0,1,0,0,0,0/0,6,2.0192E+12,广东
王薪凯,5,6,0,0-0(0%),1-3(33%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,3,2.0192E+12,广东
曾繁日,22,8,0,1-1(100%),0-0(0%),0-0(0%),1,5,0,2,1,0,0,0,0,0/0,2,2.0192E+12,广东
周鹏,11,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,广东
李英博,17,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,广东
刘旭乘,14,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,广东
万圣伟,51,7,0,0-0(0%),0-0(0%),0-0(0%),1,2,0,3,0,0,0,0,0,0/0,0,2.0192E+12,广东
张皓嘉,25,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,广东
苏伟,12,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,广东
方渭博,1,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,广东
刘权标,0,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,广东
广东,--,--,--,22-48(46%),18-37(49%),18-21(86%),16,29,22,22,7,8,1,4,19,0/0,116,2.0192E+12,广东
付豪,1,41,1,11-31(35%),0-0(0%),7-8(88%),7,7,1,3,0,0,0,0,6,0/0,29,2.0192E+12,八一
王俊杰,3,43,1,5-9(56%),2-3(67%),2-6(33%),0,2,6,3,5,1,0,0,5,0/0,18,2.0192E+12,八一
田宇翔,7,34,1,7-9(78%),1-3(33%),0-0(0%),0,3,0,5,2,0,0,0,0,0/0,17,2.0192E+12,八一
张祖铭,20,22,1,2-4(50%),0-3(0%),5-6(83%),4,1,0,3,2,2,0,0,5,0/0,9,2.0192E+12,八一
许钟豪,27,18,1,1-4(25%),0-0(0%),1-2(50%),1,2,2,1,1,0,0,0,2,0/0,3,2.0192E+12,八一
韩硕,33,20,0,2-3(67%),1-3(33%),6-7(86%),1,3,0,2,2,1,0,0,5,0/0,13,2.0192E+12,八一
余晨,15,22,0,6-8(75%),0-0(0%),0-0(0%),1,4,2,4,1,2,0,0,2,0/0,12,2.0192E+12,八一
阿尔斯兰,5,15,0,0-2(0%),1-3(33%),1-2(50%),0,1,2,2,0,2,0,0,1,0/0,4,2.0192E+12,八一
马泳,25,8,0,1-1(100%),0-1(0%),0-0(0%),1,1,0,3,0,1,0,0,0,0/0,2,2.0192E+12,八一
张旭,13,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,八一
罗凯文,17,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,八一
雷蒙,11,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,八一
刘航初,9,9,0,0-3(0%),0-1(0%),0-0(0%),1,4,1,0,0,0,0,0,0,0/0,0,2.0192E+12,八一
石颜博,18,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,八一
宁鸿宇,16,4,0,0-0(0%),0-0(0%),0-0(0%),1,0,0,1,0,0,0,0,0,0/0,0,2.0192E+12,八一
邹雨宸,10,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,八一
缪光旸,21,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,八一
郭昊文,6,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,八一
八一,--,--,--,35-74(47%),5-17(29%),22-31(71%),17,28,14,27,13,9,0,0,26,0/0,107,2.0192E+12,八一
哈达迪,15,18,1,7-13(54%),1-1(100%),0-0(0%),3,6,4,3,0,7,1,0,3,0/0,17,2.0192E+12,同曦
何敬佳,20,38,1,7-10(70%),0-1(0%),1-2(50%),1,6,2,5,0,2,0,0,2,0/0,15,2.0192E+12,同曦
卢伟,12,28,1,3-5(60%),1-2(50%),1-1(100%),1,0,1,3,3,1,0,0,2,0/0,10,2.0192E+12,同曦
宋建骅,8,34,1,1-4(25%),0-4(0%),3-3(100%),4,4,3,3,1,1,0,0,4,0/0,5,2.0192E+12,同曦
