Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Milwaukee Bucks,31,7465,1362,2828,0.482,444,1229,0.361,918,1599,0.574,571,788,0.725,314,1276,1590,805,252,192,453,616,3739
